gtfs_route__operator_ref,gtfs_route__operator_ref_target_encoded
5,752.1044863959437
18,429.5301610876271
3,221.20356670041275
25,117.01527344391526
4,67.59650082012028
15,292.34356894553883
6,344.1260077635115
14,-255.95890410958904
31,60.86743357984114
